Codig_departamento,Departamento,Total_Dpto_Defunciones,Total_Dpto_Suicidios,Total_Dpto_Nacimientos,Dpto_Tasa_Embarazo_Adolecentes 10 a 14,Dpto_Tasa_Embarazo_Adolecentes 15 a 19,%_Dpto_nacidos_Vivos_ bajo peso al nacer,Razon_Dpto_Mortalidad_Materna,Tasa_Dpto_Mortalidad_Neontal,Tasa_Dpto_Mortalidad_Niñez,Tasa_Dpto_Mortalidad_Desnutricion,Total_Dpto_intento_Suicidio,Codig_Region,Region,Total_Poblacion_region,Codig_Municipio,Municipio,Municipio_PDET,Municipio_ZOMAC,Altitud (m s. n. m.),Temperatura promedio (°C),Área (km²),x,y,Shape__Area,Shape__Length,Distancia estimada a Pasto (km),Tiempo estimado a Pasto (Horas),Corregimientos ,total Veredas ,INB_%_Total,INB_% _Urbana,INB_%_Rural,Poblacion_Total,Poblacion_Urbana,% Poblacion_Urbana,Poblacion_Rural_Dispersa,% Poblacion_Rural,Densidad_Poblacional_ (hab./km2).,Viviendas,Energía eléctrica,Acueducto,Alcantarillado,Total_Mpio_Defuncion,Total_Mpios_Suicidios,Total_Mpio_Nacimiento ,Mpio_Embarazo_Adolecentes 10 a 14,Mpio_Embarazo_Adolecentes 15 a 19,%_Mpio_nacidos_Vivos_ bajo peso al nacer,Razon_Mpio_Mortaidad_Materna,Tasa_Mpio_Mortaidad_Neontal,Tasa_Mpio_Mortaidad_Niñez,Tasa_Mpio_Mortaidad_Desnutricion,Total_Mpio_intento_Suicidio,nombre_prestador,numero_sede,tipo_zona,centro_poblado,caracter,nivel,habilitado,grupo_capacidad,coca_codigo,coca_nombre,cantidad,habilitado2,grse_codigo,serv_nombre,serv_codigo,serv_nombre3,ambulatorio,hospitalario,unidad_movil,domiciliario,otras_extramural,modalidad_telemedicina,modalidad_prestador_referencia,modalidad_prestador_referencia_telemedicina_interactiva,modalidad_prestador_referencia_telemedicina_no_interactiva,modalidad_prestador_referencia_tele_experticia,modalidad_prestador_referencia_tele_monitoreo,modalidad_prestador_remisor,modalidad_prestador_remisor_tele_experticia,modalidad_prestador_remisor_tele_monitoreo,complejidades,EBS,TIPO EBS,Cdig_Enfermeria_region,Cdig_Enfermera,Nombre_Enfermera,ESE_Encargada
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05079,Barbosa,No,No,1300,22,208,"-75,3329372685536","6,43628519309817",209588356,"84834,7568648854","33,5",34 minutos,2,56,56103,26808,29295,"269,73",393,"3,7",408,"1,1","32,7","9,5",0,"12,3","22,1","0,0","67,1",ESE HOSPITAL SAN VICENTE DE PAUL,1,URBANA,,Municipal,1,SI,SALAS,Procedimientos,1,SI,Consulta Externa,ENFERMERÍA,SI,NO,NO,SI,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05079,Barbosa,No,No,1300,22,208,"-75,3329372685536","6,43628519309817",209588356,"84834,7568648854","33,5",34 minutos,2,56,56103,26808,29295,"269,73",393,"3,7",408,"1,1","32,7","9,5",0,"12,3","22,1","0,0","67,1",ESE HOSPITAL SAN VICENTE DE PAUL,1,URBANA,,Municipal,1,SI,UNIDAD MOVIL,Unidad Móvil,1,SI,Consulta Externa,MEDICINA GENERAL,SI,NO,SI,SI,SI,SI,SI,SI,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05079,Barbosa,No,No,1300,22,208,"-75,3329372685536","6,43628519309817",209588356,"84834,7568648854","33,5",34 minutos,2,56,56103,26808,29295,"269,73",393,"3,7",408,"1,1","32,7","9,5",0,"12,3","22,1","0,0","67,1",ESE HOSPITAL SAN VICENTE DE PAUL,1,URBANA,,Municipal,,,,,,SI,Consulta Externa,NUTRICIÓN Y DIETÉTICA,SI,NO,NO,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05079,Barbosa,No,No,1300,22,208,"-75,3329372685536","6,43628519309817",209588356,"84834,7568648854","33,5",34 minutos,2,56,56103,26808,29295,"269,73",393,"3,7",408,"1,1","32,7","9,5",0,"12,3","22,1","0,0","67,1",ESE HOSPITAL SAN VICENTE DE PAUL,1,URBANA,,Municipal,,,,,,SI,Consulta Externa,ODONTOLOGÍA GENERAL,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05079,Barbosa,No,No,1300,22,208,"-75,3329372685536","6,43628519309817",209588356,"84834,7568648854","33,5",34 minutos,2,56,56103,26808,29295,"269,73",393,"3,7",408,"1,1","32,7","9,5",0,"12,3","22,1","0,0","67,1",ESE HOSPITAL SAN VICENTE DE PAUL,1,URBANA, ,Municipal,,,,,,SI,Consulta Externa,PSICOLOGÍA,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05079,Barbosa,No,No,1300,22,208,"-75,3329372685536","6,43628519309817",209588356,"84834,7568648854","33,5",34 minutos,2,56,56103,26808,29295,"269,73",393,"3,7",408,"1,1","32,7","9,5",0,"12,3","22,1","0,0","67,1",ESE HOSPITAL SAN VICENTE DE PAUL,1,URBANA,,Municipal,,,,,,SI,Consulta Externa,VACUNACIÓN,SD,SD,SD,SD,SD,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05079,Barbosa,No,No,1300,22,208,"-75,3329372685536","6,43628519309817",209588356,"84834,7568648854","33,5",34 minutos,2,56,56103,26808,29295,"269,73",393,"3,7",408,"1,1","32,7","9,5",0,"12,3","22,1","0,0","67,1",ESE HOSPITAL SAN VICENTE DE PAUL,1,URBANA,,Municipal,,,,,,SI,Consulta Externa,PSIQUIATRÍA,SD,SD,SD,SD,SD,SI,NO,NO,NO,NO,NO,SI,SI,NO,MEDIANA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05079,Barbosa,No,No,1300,22,208,"-75,3329372685536","6,43628519309817",209588356,"84834,7568648854","33,5",34 minutos,2,56,56103,26808,29295,"269,73",393,"3,7",408,"1,1","32,7","9,5",0,"12,3","22,1","0,0","67,1",ESE HOSPITAL SAN VICENTE DE PAUL,1,URBANA,,Municipal,,,,,,SI,Internación,HOSPITALIZACIÓN ADULTOS,SD,SD,SD,SD,SD,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05079,Barbosa,No,No,1300,22,208,"-75,3329372685536","6,43628519309817",209588356,"84834,7568648854","33,5",34 minutos,2,56,56103,26808,29295,"269,73",393,"3,7",408,"1,1","32,7","9,5",0,"12,3","22,1","0,0","67,1",ESE HOSPITAL SAN VICENTE DE PAUL,1,URBANA,,Municipal,,,,,,SI,Internación,HOSPITALIZACIÓN PEDIÁTRICA,SD,SD,SD,SD,SD,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,ESE HOSPITAL ROSALPI DE BELLO,Municipal,1,SI,AMBULANCIAS,Básica,1,SI,Apoyo Diagnóstico y Complementación Terapéutica,RADIOLOGÍA ODONTOLÓGICA,SD,SD,SD,SD,SD,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD,1,AMPLIACIÓN RURAL,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,CENTRO DE SALUD MIRADOR,Municipal,1,SI,CAMAS,Pediátrica,2,SI,Apoyo Diagnóstico y Complementación Terapéutica,RADIOLOGÍA ODONTOLÓGICA,SD,SD,SD,SD,SD,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD,48,AMPLIACIÓN URBANA,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,CENTRO DE SALUD SAN FELIX,Municipal,1,SI,CAMAS,Adultos,11,SI,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD,1,AMPLIACIÓN URBANA PPL,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,CENTRO DE SALUD PLAYA RICA,Municipal,1,SI,CAMILLAS,Observación Pediátrica,2,SI,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS,SD,SD,SD,SD,SD,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,CENTRO DE SALUD ZAMORA,Municipal,1,SI,CAMILLAS,Observación Adultos Hombres,3,SI,Apoyo Diagnóstico y Complementación Terapéutica,SERVICIO FARMACÉUTICO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,CENTRO DE SALUD ANTONIO ROLDAN BETANCUR,Municipal,1,SI,CAMILLAS,Observación Adultos Mujeres,3,SI,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,CENTRO DE SALUD FONTIDUEÑO,Municipal,1,SI,CONSULTORIOS,Urgencias,1,SI,Apoyo Diagnóstico y Complementación Terapéutica,LABORATORIO CLÍNICO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,MARUCHENGA,Municipal,1,SI,CONSULTORIOS,Consulta Externa,12,SI,Apoyo Diagnóstico y Complementación Terapéutica,SERVICIO FARMACÉUTICO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,,Municipal,,SI,SALAS,Procedimientos,1,SI,Apoyo Diagnóstico y Complementación Terapéutica,IMÁGENES DIAGNOSTICAS - IONIZANTES,SD,SD,SD,SD,SD,NO,NO,NO,NO,NO,NO,NO,NO,NO,BAJA,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,,Municipal,,SI,SILLAS,Ambiente de transición urgencias,1,SI,Apoyo Diagnóstico y Complementación Terapéutica,RADIOLOGÍA ODONTOLÓGICA,SD,SD,SD,SD,SD,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,,Municipal,,SI,CONSULTORIOS,Consulta Externa,6,SI,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS,SD,SD,SD,SD,SD,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD,,,N1,E1,NN1,,,,,,,,,,,,,
05,Antioquia,40065,"7,3",59117,"2,9",48,"9,2","61,2","6,1","11,5","2,9","84,3",SR01,Valle de Aburrá,4903721,05088,Bello,No,No,1450,22,151,"-75,5575657823811","6,33068661863511",150606188,"64444,9096887227",2,1,10,20,566456,551525,14931,"3751,36",3509,"6,2",4811,"1,3","30,7","9,3","41,6",5,"8,7","0,0","88,1",EMPRESA SOCIAL DEL ESTADO BELLO SALUD,1,URBANA,,Municipal,,SI,CONSULTORIOS,Consulta Externa,3,SI,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS,SD,SD,SD,SD,SD,NO,NO,NO,NO,NO,NO,NO,NO,NO,SIN COMPLEJIDAD,,,N1,E1,NN1,,,,,,,,,,,,,
